Quantity,Name,Simple Name,Set,Card Number,Set Code,Printing,Condition,Language,Rarity,Product ID,SKU
1,Swooping Protector,Swooping Protector,Streets of New Capenna,33,SNC,Normal,Near Mint,English,Uncommon,269122,5527833
1,Riveteers Ascendancy,Riveteers Ascendancy,Promo Pack: Streets of New Capenna,216,PPSNC,Normal,Near Mint,English,Rare,270078,5572163
1,Roon of the Hidden Realm,Roon of the Hidden Realm,Commander Anthology,190,CMA,Normal,Near Mint,English,Mythic,132138,3372359
1,Brokers Hideout,Brokers Hideout,Streets of New Capenna,248,SNC,Normal,Near Mint,English,Common,269107,5526703
1,Obscura Storefront,Obscura Storefront,Streets of New Capenna,252,SNC,Normal,Near Mint,English,Common,268759,5506734
1,Maestros Theater,Maestros Theater,Streets of New Capenna,251,SNC,Normal,Near Mint,English,Common,268443,5494164
1,Cleanup Crew,Cleanup Crew,Streets of New Capenna,141,SNC,Normal,Near Mint,English,Uncommon,269104,5526373
1,Stimulus Package,Stimulus Package,Streets of New Capenna,225,SNC,Normal,Near Mint,English,Uncommon,268751,5506259
1,Security Rhox,Security Rhox,Streets of New Capenna,220,SNC,Normal,Near Mint,English,Uncommon,268504,5496277
1,Bouncer's Beatdown,Bouncer's Beatdown,Streets of New Capenna,135,SNC,Normal,Near Mint,English,Uncommon,269093,5525163
1,Shakedown Heavy,Shakedown Heavy,Streets of New Capenna,95,SNC,Normal,Near Mint,English,Rare,268541,5498241
1,Obscura Interceptor,Obscura Interceptor,Streets of New Capenna,209,SNC,Normal,Near Mint,English,Rare,268520,5497461
1,Day's Undoing,Day's Undoing,Magic Origins,51,ORI,Normal,Near Mint,English,Mythic,100107,2896409
1,Maestros Ascendancy,Maestros Ascendancy,Streets of New Capenna,198,SNC,Normal,Near Mint,English,Rare,268655,5501656
1,"Sidisi, Undead Vizier","Sidisi, Undead Vizier",The List,528,TLP,Normal,Near Mint,English,Rare,248718,5199368
1,Dapper Shieldmate,Dapper Shieldmate,Streets of New Capenna,9,SNC,Normal,Near Mint,English,Common,268902,5514677
1,Civic Gardener,Civic Gardener,Streets of New Capenna,140,SNC,Normal,Near Mint,English,Common,269100,5525933
1,"Bennie Bracks, Zoologist","Bennie Bracks, Zoologist",Commander: Streets of New Capenna,86,NCC,Normal,Near Mint,English,Mythic,268976,5519022
1,"Mari, the Killing Quill","Mari, the Killing Quill",Commander: Streets of New Capenna,89,NCC,Normal,Near Mint,English,Rare,269114,5527473
1,All-Seeing Arbiter,All-Seeing Arbiter,Promo Pack: Streets of New Capenna,3,PPSNC,Normal,Near Mint,English,Mythic,270072,5571563
1,Void Rend,Void Rend,Promo Pack: Streets of New Capenna,230,PPSNC,Normal,Near Mint,English,Rare,270069,5571263
1,Inspiring Overseer,Inspiring Overseer,Streets of New Capenna,18,SNC,Normal,Near Mint,English,Common,269065,5522083
1,Botanical Plaza,Botanical Plaza,Streets of New Capenna,247,SNC,Normal,Near Mint,English,Common,268326,5487056
1,Spara's Adjudicators,Spara's Adjudicators,Streets of New Capenna,224,SNC,Normal,Near Mint,English,Common,269089,5524723
1,Unleash the Inferno,Unleash the Inferno,Streets of New Capenna,229,SNC,Normal,Near Mint,English,Rare,268646,5501266
1,Gala Greeters (English),Gala Greeters,Unique and Miscellaneous Promos,450,UMP,Foil,Near Mint,English,Rare,268367,5489386
